Question_id,Questions,Answers,Grade,Encoded Grade
1641,What is the difference between L1 and L2 regularization?,L1 and L2 both add penalties to the model’s loss function to control complexity but differ in how they penalize coefficients.,Very Poor,0.0
1642,What is the significance of the p-value in regression?,"The p-value indicates whether the coefficients in the regression model are statistically significant, helping to determine if the predictor is relevant.",Excellent,4.0
1643,What is the significance of the p-value in regression?,It helps to assess whether the observed effect is statistically significant.,Good,3.0
1644,What is the significance of the p-value in regression?,A smaller p-value indicates that a predictor is likely to have a significant relationship with the dependent variable.,Average,2.0
1645,What is the significance of the p-value in regression?,The p-value shows whether the regression coefficient is significantly different from zero.,Poor,1.0
1646,What is the significance of the p-value in regression?,A low p-value suggests that the predictor variable is significantly associated with the target variable.,Very Poor,0.0
1647,What is the role of residuals in regression analysis?,"Residuals are the differences between the observed and predicted values, helping to assess the model's accuracy and detect any patterns that suggest a poor fit.",Excellent,4.0
1648,What is the role of residuals in regression analysis?,Residuals help in diagnosing the goodness of fit and identifying any outliers or patterns in the data.,Good,3.0
1649,What is the role of residuals in regression analysis?,Residuals represent errors or differences between observed and predicted values in a regression model.,Average,2.0
1650,What is the role of residuals in regression analysis?,"Residuals are used to detect non-linearity, heteroscedasticity, or outliers in regression models.",Poor,1.0
1651,What is the role of residuals in regression analysis?,They help assess the fit of the regression model by showing how well the model predicts actual data.,Very Poor,0.0
1652,What is heteroscedasticity in regression analysis?,Heteroscedasticity refers to a condition in regression models where the variance of errors is not constant across all levels of the independent variable.,Excellent,4.0
1653,What is heteroscedasticity in regression analysis?,It occurs when the spread of residuals or errors increases or decreases systematically with the value of the predictor.,Good,3.0
1654,What is heteroscedasticity in regression analysis?,Heteroscedasticity implies that the variance of errors changes at different levels of an independent variable.,Average,2.0
1655,What is heteroscedasticity in regression analysis?,It indicates that the error terms are not uniformly distributed across observations.,Poor,1.0
1656,What is heteroscedasticity in regression analysis?,"It’s a violation of regression assumptions, suggesting the model might be unreliable.",Very Poor,0.0
1657,What is multicollinearity in regression analysis?,"Multicollinearity occurs when two or more independent variables in a regression model are highly correlated, making it difficult to determine their individual effects on the dependent variable.",Excellent,4.0
1658,What is multicollinearity in regression analysis?,"It refers to the high correlation between predictor variables, which can affect the stability of the regression coefficients.",Good,3.0
1659,What is multicollinearity in regression analysis?,Multicollinearity makes it difficult to estimate the relationship between predictors and the dependent variable accurately.,Average,2.0
1660,What is multicollinearity in regression analysis?,"It occurs when independent variables are correlated, potentially inflating the variance of the coefficients.",Poor,1.0
1661,What is multicollinearity in regression analysis?,"Multicollinearity can distort the interpretation of the model, leading to unreliable predictions.",Very Poor,0.0
1662,What is the assumption of normality in regression analysis?,The assumption of normality suggests that the residuals or errors in a regression model should be normally distributed for valid hypothesis testing.,Excellent,4.0
1663,What is the assumption of normality in regression analysis?,It assumes that the residuals follow a normal distribution to make reliable inferences.,Good,3.0
1664,What is the assumption of normality in regression analysis?,The errors or residuals should be normally distributed for accurate model estimation and hypothesis testing.,Average,2.0
1665,What is the assumption of normality in regression analysis?,It refers to the requirement that residuals in the regression model are normally distributed.,Poor,1.0
1666,What is the assumption of normality in regression analysis?,Normality of residuals is crucial for ensuring reliable statistical tests and confidence intervals.,Very Poor,0.0
1667,What is the purpose of cross-validation in regression?,Cross-validation is used to assess the generalizability of a model by partitioning the data into multiple subsets for training and testing.,Excellent,4.0
1668,What is the purpose of cross-validation in regression?,It helps to reduce the risk of overfitting by testing the model on different subsets of the data.,Good,3.0
1669,What is the purpose of cross-validation in regression?,Cross-validation allows for a better estimate of model performance by using different data splits.,Average,2.0
1670,What is the purpose of cross-validation in regression?,It is a technique for evaluating a model by dividing the data into different subsets.,Poor,1.0
1671,What is the purpose of cross-validation in regression?,It helps validate the model's ability to generalize to unseen data.,Very Poor,0.0
1672,What is the significance of the p-value in regression?,The p-value in regression testing indicates whether a predictor variable is statistically significant in explaining the outcome variable.,Excellent,4.0
1673,What is the significance of the p-value in regression?,It helps to determine whether the relationships between predictors and the target variable are statistically significant.,Good,3.0
